name,slug,url,sku,price,categories,manufacturer,composition,cas_number,function,dosage_form,synonym,quality,einecs
PrismaLac 40,prismalac-40,https://www.pharmaexcipients.com/product/prismalac-40/,PE483,0,,Meggle,Lactose Monohydrate,5989-81-1,blends; Diluent for capsule filling; premixes; sachets and triturations,Capsules; Sachets,,EP; JP; USP/NF,
SorboLac 400,sorbolac-400,https://www.pharmaexcipients.com/product/sorbolac-400/,PE482,0,,Meggle,Lactose Monohydrate,5989-81-1,blends; Diluent for wet and dry granulation; extrusion spheronization; premixes; sachets and triturations,Sachets; Tablets,,EP; JP; USP/NF,
GranuLac 230,granulac-230,https://www.pharmaexcipients.com/product/granulac-230/,PE481,0,,Meggle,Lactose Monohydrate,5989-81-1,blends; Diluent for wet and dry granulation; extrusion spheronization; premixes; sachets and triturations,Sachets; Tablets,,EP; JP; USP/NF,
GranuLac 200,granulac-200,https://www.pharmaexcipients.com/product/granulac-200/,PE480,0,,Meggle,Lactose Monohydrate,5989-81-1,blends; Diluent for wet and dry granulation; extrusion spheronization; premixes; sachets and triturations,Sachets; Tablets,,EP; JP; USP/NF,
GranuLac 140,granulac-140,https://www.pharmaexcipients.com/product/granulac-140/,PE479,0,,Meggle,Lactose Monohydrate,5989-81-1,blends; Diluent for wet and dry granulation; extrusion spheronization; premixes; sachets and triturations,Sachets; Tablets,,EP; JP; USP/NF,
Cellactose 80,cellactose-80,https://www.pharmaexcipients.com/product/cellactose-80/,PE478,0,,Meggle,Compound of Lactose &amp; Powdered Cellulose,63-42-3,Direct compression; dry granulation and capsule filling. Suitable for use in low as well as high dose formulations. Also; used as cores for coating,Capsules;; Tablets,,Compound of Lactose Monohydrate USP/NF; EP; JP; JP and Powdered Cellulose USP/NF,
XYLISORB® XTAB 400,xylisorb-xtab-400,https://www.pharmaexcipients.com/product/xylisorb-xtab-400/,PE477,0,,Roquette,Co-processed Grades of Xylitol,87-99-0,Bulk sweetener; filler; Filler/Binder,Chewable tablets and sachets; Medicated Confectionary,,EP; JP; USP/NF,
XYLISORB® XTAB 240,xylisorb-xtab-240,https://www.pharmaexcipients.com/product/xylisorb-xtab-240/,PE476,0,,Roquette,Co-processed Grades of Xylitol,87-99-0,Bulk sweetener; filler; Filler/Binder,Medicated Confectionary; Tablets,,EP; JP; USP/NF,
XYLISORB® 90,xylisorb-90,https://www.pharmaexcipients.com/product/xylisorb-90/,PE475,0,,Roquette,Xylitol,87-99-0,Bulk sweetener; coating; Diluent for sachets; excipient for coating as well as candying of lozenges; filler; Filler/Binder; mouth rinses and tooth-pastes,chewable and suckable tablets; Coating; Lozenges; mouth rinses and tooth-pastes; pharmaceutical chewing gums; Sachets; Tablets,,EP; JP; USP/NF,
TACKIDEX® B 167,tackidex-b-167,https://www.pharmaexcipients.com/product/tackidex-b-167/,PE474,0,,Roquette,Dextrin; Potato Dextrin,,Binder; fibre source and emulsion stabilizer; filler; Filler/Binder; medium viscosity thickener in liquid formulations; stabilizer; Suspending agent; Tablet and capsule filler; viscosifier,Losenge; Tablets and capsules,,EP,
SweetPearl® P 200,sweetpearl-p-200,https://www.pharmaexcipients.com/product/sweetpearl-p-200/,PE473,0,,Roquette,Maltitol,585-88-6,coating; Diluent for tablets and sachets; excipient for hard coating as well as for candying of lozenges and sweetener for pharmaceutical chewing gums; filler; Filler/Binder; film former,Coating; lozenges and pharmaceutical chewing gums; Sachets; Tablets,,EP; USP/NF,
POLYSORB® 85/70/00,polysorb-85-70-00,https://www.pharmaexcipients.com/product/polysorb-85-70-00/,PE472,0,,Roquette,Anhydrized Liquid Sorbitol; Sorbitol Sorbitan Solution,50-70-4,Optimal plasticizer for gelatin shell of soft capsules. Also enables good stability with the fillers used in soft gels,Orally dissolving films; Soft gelatin capsules,,Anhydrized Liquid Sorbitol USP/NF; EP,
PEARLITOL® FLASH,pearlitol-flash,https://www.pharmaexcipients.com/product/pearlitol-flash/,PE471,0,,Roquette,Compound of Mannitol &amp; Maize Starch,69-65-8,disintegrant/superdisintegrant; filler; Filler/Binder; Ideal excipient for direct compression of orodispersible / fast-melt tablets,Tablets,,Compound of Mannitol USP/NF; EP; JP; JP and Maize Starch USP/NF,
PEARLITOL® 500 DC,pearlitol-500-dc,https://www.pharmaexcipients.com/product/pearlitol-500-dc/,PE469,0,,Roquette,Mannitol,69-65-8,Diluent for direct compression especially for chewable; effervescent and orodispersible tablets,capsules and sachets; Tablets,,EP; JP; USP/NF,
PEARLITOL® 400 DC,pearlitol-400-dc,https://www.pharmaexcipients.com/product/pearlitol-400-dc/,PE468,0,,Roquette,Mannitol,69-65-8,Diluent for direct compression especially for chewable; effervescent and orodispersible tablets; ideal excipient for chemically unstable or moisture sensitive actives and also diluent for capsules and sachetsGranulated types are also used as a neut,capsules and sachets; Tablets,,EP; JP; USP/NF,
PEARLITOL® 300 DC,pearlitol-300-dc,https://www.pharmaexcipients.com/product/pearlitol-300-dc/,PE467,0,,Roquette,Mannitol,69-65-8,Diluent for direct compression especially for chewable; effervescent and orodispersible tablets; ideal excipient for chemically unstable or moisture sensitive actives and also diluent for capsules and sachetsGranulated types are also used as a neut,capsules and sachets; Tablets,,EP; JP; USP/NF,
PEARLITOL® 200 SD,pearlitol-200-sd,https://www.pharmaexcipients.com/product/pearlitol-200-sd/,PE466,0,,Roquette,Mannitol,69-65-8,Diluent for direct compression especially for chewable; effervescent and orodispersible tablets; ideal excipient for chemically unstable or moisture sensitive actives and also diluent for capsules and sachetsGranulated types are also used as a neut,capsules and sachets; Tablets,,EP; JP; USP/NF,
PEARLITOL® 100 SD,pearlitol-100-sd,https://www.pharmaexcipients.com/product/pearlitol-100-sd/,PE465,0,,Roquette,Mannitol,69-65-8,Diluent for direct compression especially for chewable; effervescent and orodispersible tablets; ideal excipient for chemically unstable or moisture sensitive actives and also diluent for capsules and sachetsGranulated types are also used as a neut,capsules and sachets; Tablets,,EP; JP; USP/NF,
PEARLITOL® 160 C (Mannitol 60),pearlitol-160-c-mannitol-60,https://www.pharmaexcipients.com/product/pearlitol-160-c-mannitol-60/,PE464,0,,Roquette,Mannitol,69-65-8,capsules and sachets; Diluent for tablets; excipient for chemically unstable or moisture sensitive actives and orodispersible forms; freeze-drying carrier and sweetener for pharmaceutical chewing gums,capsules and sachets; pharmaceutical chewing gums; Tablets,,EP; JP; USP/NF,
PEARLITOL® 50 C (Mannitol 35),pearlitol-50-cmannitol-35,https://www.pharmaexcipients.com/product/pearlitol-50-cmannitol-35/,PE463,0,,Roquette,Mannitol,69-65-8,capsules and sachets; Diluent for tablets; excipient for chemically unstable or moisture sensitive actives and orodispersible forms; freeze-drying carrier and sweetener for pharmaceutical chewing gums,capsules and sachets; pharmaceutical chewing gums; Tablets,,EP; JP; USP/NF,
NUTRIOSE® FM 06,nutriose-fm-06,https://www.pharmaexcipients.com/product/nutriose-fm-06/,PE462,0,,Roquette,Soluble Fibre,,fibre source,"Blends, Granules, pellets mix; Capsules; liquids; Losenge; Medicated Confectionary; Orally dissolving films; suspensions; Syrups; Tablets",,,
NEOSORB® PF,neosorb-pf,https://www.pharmaexcipients.com/product/neosorb-pf/,PE460,0,,Roquette,sorbitol,50-70-4,Parenteral nutrition-used in combination with amino acids,Parenteral,,EP; JP; USP/NF,
NEOSORB® P 100 C,neosorb-p-100-c,https://www.pharmaexcipients.com/product/neosorb-p-100-c/,PE459,0,,Roquette,sorbitol,50-70-4,Bulk sweetener; filler; Filler/Binder,Coating; Losenge; Oral Dosage; Tablets,,EP; JP; USP/NF,
LYCOAT® RS 780,lycoat-rs-780,https://www.pharmaexcipients.com/product/lycoat-rs-780/,PE457,0,,Roquette,Hydroxypropyl Pea Starch,,aesthetic film coating system for solid oral dosage forms; Aqueous,Film coatings; solid oral dosage forms,,EP; USP/NF,
LYCATAB® CT,lycatab-ct,https://www.pharmaexcipients.com/product/lycatab-ct/,PE456,0,,Roquette,Pregelatinised Starch,,Robust wet granulation binder,Tablets,Partially Pregelatinised Starch,EP; USP/NF,
LYCATAB® DSH,lycatab-dsh,https://www.pharmaexcipients.com/product/lycatab-dsh/,PE455,0,,Roquette,Hydrolysed Starch; Maize Maltrodexin,,easily dispersible and quickly soluble with no maturation time. Also used as a diluent for direct compression of smooth tablets; High wettability; low viscosity binder for wet granulation without impeding disintegration or dissolution. Ready-to-use,Tablets,,EP; USP/NF,
LYCATAB® C LM,lycatab-c-lm,https://www.pharmaexcipients.com/product/lycatab-c-lm/,PE454,0,,Roquette,Partially Pregelatinized Starch,9005-25-8,Specially designed for moisture sensitive actives. Used as a binder-disintegrant in direct compression and as a filler-disintegrant for hard gelatin capsules,Capsules; Tablets,,EP; JP; USP/NF,
LYCATAB® C,lycatab-c,https://www.pharmaexcipients.com/product/lycatab-c/,PE453,0,,Roquette,Pregelatinized starch,9005-25-8,filler-disintegrant for hard gelatin capsules. Also used as a flow aid in powder blends; Highly effective binder-disintegrant in direct compression and wet granulation,Capsules; Tablets,,EP; USP/NF,
LYCASIN® 80/55,lycasin-80-55,https://www.pharmaexcipients.com/product/lycasin-80-55/,PE452,0,,Roquette,Maltitol Solution,585-88-6,Humectant; Vehicles,liquids; Losenge; Medicated Confectionary; suspensions; Syrups,,EP; USP/NF,
KLEPTOSE® LINECAPS 17,kleptose-linecaps-17,https://www.pharmaexcipients.com/product/kleptose-linecaps-17/,PE450,0,,Roquette,Maltodextrin,9050-36-6,dry syrups; liquids; orodispersible films.Used in hot melt extrusion process for taste masking of various actives; sachets; Taste masking agent in paediatric and nutraceutical formulations for various dosage forms viz. solids,dry syrups; liquids; orodispersible films.; Sachets; Solids,,EP,
KLEPTOSE® HPB Oral Grade,kleptose-hpb-oral,https://www.pharmaexcipients.com/product/kleptose-hpb-oral/,PE447,0,,Roquette,Hydroxypropyl Beta-Cyclodextrin,7585-39-9,Suitable for parenteral use; syrups,Parenteral use; solutions and oral suspensions as well as for dry formulations; Syrups,,EP; USP/NF,
KLEPTOSE® HP ORAL GRADE,kleptose-hp-oral,https://www.pharmaexcipients.com/product/kleptose-hp-oral/,PE446,0,,Roquette,Hydroxypropyl Beta-Cyclodextrin,7585-39-9,Solubilizer; stabilizer; Suitable for parenteral use; syrups; Taste masking,Capsules; film; Medicated Confectionary; Parenteral use; Pellets; solutions and oral suspensions as well as for dry formulations; Syrups; Tablets,,EP; USP/NF,
GLYCOLYS®,glycolys,https://www.pharmaexcipients.com/product/glycolys/,PE441,0,,Roquette,Sodium Starch Glycolate,9063-38-1,Conventional disintegrant for solid oral dosage forms; disintegrant/superdisintegrant,Capsules; Tablets,,EP; JP; USP/NF,
GLUCIDEX® IT 47,glucidex-it-47,https://www.pharmaexcipients.com/product/glucidex-it-47/,PE440,0,,Roquette,Corn Syrup Solids; Dried Corn Glucose Syrup,,capsules; carrier for spray-drying and as a carbohydrate source in infant and enteral foods. Can also be used for direct compression formulations; Diluent for tablets; sachets,Capsules; Sachets; Tablets,,EP,
GLUCIDEX® IT 33,glucidex-it-33,https://www.pharmaexcipients.com/product/glucidex-it-33/,PE439,0,,Roquette,Corn Syrup Solids; Dried Corn Glucose Syrup,,capsules; carrier for spray-drying and as a carbohydrate source in infant and enteral foods. Can also be used for direct compression formulations; Diluent for tablets; sachets,Capsules; Sachets; Tablets,,EP,
GLUCIDEX® 29 D,glucidex-29-d,https://www.pharmaexcipients.com/product/glucidex-29-d/,PE438,0,,Roquette,Dried Corn Glucose Syrup,,capsules; carrier for spray-drying and as a carbohydrate source in infant and enteral foods. Can also be used for direct compression formulations; Diluent for tablets; sachets,Capsules; Sachets; Tablets,,EP,
GLUCIDEX® 21 D,glucidex-21-d,https://www.pharmaexcipients.com/product/glucidex-21-d/,PE437,0,,Roquette,Dried Corn Glucose Syrup,,capsules; carrier for spray-drying and as a carbohydrate source in infant and enteral foods. Can also be used for direct compression formulations; Diluent for tablets; sachets,Capsules; Sachets; Tablets,,EP,
GLUCIDEX® 19 D,glucidex-19-d,https://www.pharmaexcipients.com/product/glucidex-19-d/,PE436,0,,Roquette,Maltodextrin,9050-36-6,capsules; carrier for spray-drying and as a carbohydrate source in infant and enteral foods. Can also be used for direct compression formulations; Diluent for tablets; sachets,Capsules; Sachets; Tablets,,EP; USP/NF,
BonuCel D 100000 H 2208,bonucel-d-100000-h-2208,https://www.pharmaexcipients.com/product/bonucel-d-100000-h-2208/,PE435,0,,BIOGRUND GmbH,Hypromellose (Hydroxypropyl-methylcellulose),9004-65-3,coating; film former; matrix; sustained release; Thickener; viscosity agent,Capsules; Granules; Tablets,,EP; JP; USP,220-971-6
BonuCel D 15000 H 2208,bonucel-d-15000-h-2208,https://www.pharmaexcipients.com/product/bonucel-d-15000-h-2208/,PE434,0,,BIOGRUND GmbH,Hypromellose (Hydroxypropyl-methylcellulose),9004-65-3,coating; film former; matrix; sustained release; Thickener; viscosity agent,Capsules; Granules; Tablets,,EP; JP; USP,220-971-6
BonuCel D 4000 H 2208,bonucel-d-4000-h-2208,https://www.pharmaexcipients.com/product/bonucel-d-4000-h-2208/,PE433,0,,BIOGRUND GmbH,Hypromellose (Hydroxypropyl-methylcellulose),9004-65-3,coating; film former; matrix; sustained release; Thickener; viscosity agent,Capsules; Granules; Tablets,,EP; JP; USP,220-971-6
BonuCel D 100 H 2208,bonucel-d-100-h-2208,https://www.pharmaexcipients.com/product/bonucel-d-100-h-2208/,PE432,0,,BIOGRUND GmbH,Hypromellose (Hydroxypropyl-methylcellulose),9004-65-3,coating; film former; matrix; sustained release; Thickener; viscosity agent,Capsules; Granules; Tablets,,EP; JP; USP,220-971-6
BonuCel D 4000 H 2906,bonucel-d-4000-h-2906,https://www.pharmaexcipients.com/product/bonucel-d-4000-h-2906/,PE431,0,,BIOGRUND GmbH,Hypromellose 2906,9004-65-3,coating; film former; sustained release; Thickener; viscosity agent,Capsules; Granules; Tablets,,EP; JP; USP,220-971-6
BonuCel D 4000 H 2910,bonucel-d-4000-h-2910,https://www.pharmaexcipients.com/product/bonucel-d-4000-h-2910/,PE430,0,,BIOGRUND GmbH,Hypromellose (Hydroxypropyl-methylcellulose),9004-65-3,coating; film former; sustained release; Thickener; viscosity agent,Capsules; Granules; Tablets,,EP; JP; USP,220-971-6
BonuCel D 50 H 2910,bonucel-d-50-h-2910,https://www.pharmaexcipients.com/product/bonucel-d-50-h-2910/,PE429,0,,BIOGRUND GmbH,Hypromellose 2910,9004-65-3,coating; film former; sustained release; Thickener; viscosity agent,Capsules; Granules; Tablets,,EP; JP; USP,220-971-6
BonuCel D 15 H 2910,bonucel-d-15-h-2910,https://www.pharmaexcipients.com/product/bonucel-d-15-h-2910/,PE428,0,,BIOGRUND GmbH,Hypromellose (Hydroxypropyl-methylcellulose),9004-65-3,coating; film former; sustained release; viscosity agent,Capsules; Granules; Tablets,,EP; JP; USP,220-971-6
BonuCel D 5 H 2910,bonucel-d-5-h-2910,https://www.pharmaexcipients.com/product/bonucel-d-5-h-2910/,PE427,0,,BIOGRUND GmbH,Hypromellose (Hydroxypropyl-methylcellulose),9004-65-3,coating; film former; sustained release; viscosity agent,Capsules; Granules; Tablets,,EP; JP; USP,220-971-6
Silsol 6035,silsol-6035,https://www.pharmaexcipients.com/product/silsol-6035/,PE426,0,,GRACE,mesoporous silica gel,7631-86-9,DC Excipient; Drug Carrier,OSD,,JPE; USP-NF,231-545-4
Syloid AL-1 FP,syloid-al-1-fp,https://www.pharmaexcipients.com/product/syloid-al-1-fp/,PE425,0,,GRACE,mesoporous silica gel,7631-86-9,DC exipient; Specialty Excipient,OSD,,JPE; USP-NF,231-545-4
Foremost Fast Flo 316,foremost-fast-flo-316,https://www.pharmaexcipients.com/product/foremost-fast-flo-316/,PE422,0,,Kerry,lactose,64044-51-5,DC Excipient; filler,Capsules; Tablets,,EP; JP; USP-NF,200-559-4
TPGS 4000,tpgs-4000,https://www.pharmaexcipients.com/product/tpgs-4000/,PE421,0,,PMC Isochem,Tocopheryl polyethylene glycol 4000 succinate,9002-96-4,AntioxidantSolubility &amp; bioavailability enhancement; Emulsifier; Stabilization of Amorphous Solid Dispersion; Vehicle for lipid-based drug formulation,Capsules; Granules; Solution;; Tablets,,For research only,
Foremost Anhydrous Impalpable,foremost-anhydrous-impalpable,https://www.pharmaexcipients.com/product/foremost-anhydrous-impalpable/,PE420,0,,Kerry,Anhydrous Lactose,63-42-3,Direct tableting (high flow not required),Tablets,,USP-NF,
Foremost Anhydrous 60M,foremost-anhydrous-60m,https://www.pharmaexcipients.com/product/foremost-anhydrous-60m/,PE419,0,,Kerry,Anhydrous Lactose,63-42-3,Direct tableting (high flow not required),Tablets,,USP-NF,
Foremose Spray Dried 316 Fast Flo,foremose-spray-dried-316-fast-flo,https://www.pharmaexcipients.com/product/foremose-spray-dried-316-fast-flo/,PE418,0,,Kerry,Spray Dried Lactose Monohydrate,5989-81-1,Lactose Monohydrate spray dried is typically used for direct compression and capsule filling.,Capsules; Tablets,,USP-NF,
Foremost Spray Dried 315,foremost-spray-dried-315,https://www.pharmaexcipients.com/product/foremost-spray-dried-315/,PE417,0,,Kerry,lactose,64044-51-5,DC Excipient; filler,Capsules; Tablets,,EP; JP; USP-NF,200-559-3
Foremost Monohydrate 312,foremost-monohydrate-312,https://www.pharmaexcipients.com/product/foremost-monohydrate-312/,PE416,0,,Kerry,Lactose Monohydrate,64044-51-5,filler; Lactose monohydrate is typically used for wet or dry granulation (medium). Granulation of crystalline monohydrate lactose is used to optimize particle size (for flowability) and compaction properties.,Capsule; Tablets,,USP-NF,
Sheffield Monohydrate Capsulating Grade,sheffield-monohydrate-capsulating-grade,https://www.pharmaexcipients.com/product/sheffield-monohydrate-capsulating-grade/,PE415,0,,Kerry,lactose,64044-51-5,filler,Capsules; Tablets,,EP; JP; USP-NF,200-559-2
Transcutol V &#8211; veterinary,transcutol-v-veterinary,https://www.pharmaexcipients.com/product/transcutol-v-veterinary/,PE414,0,,Gattefosse,Consists of highly purified diethylene glycol monoethyl ether,,"Penetration enhancer for topical formulations; Solvent and powerful solubilizer; Vehicle in topical, parenteral and auricular formulations","Spot-on, pour-on solution, drops. Oral liquid and paste. Parenterals.",,USP-NF/EP,
Transcutol P,transcutol-p,https://www.pharmaexcipients.com/product/transcutol-p/,PE413,0,,Gattefosse,Consists of highly purified diethylene glycol monoethyl ether.,,Penetration enhancer for topical formulations; Solvent and powerful solubilizer,"Topical gel, emulgel, emulsion, foam, microemulsion, and ointment",,USP-NF/EP,
Transcutol HP,transcutol-hp,https://www.pharmaexcipients.com/product/transcutol-hp/,PE412,0,,Gattefosse,Consists of highly purified diethylene glycol monoethyl ether,,"osolvent in surfactant oral formulations—LFCS Type III (SMEDDS) and Type IV (micellar solutions).; Solvent and powerful solubilizer.; Vehicle in parenteral, nasal, ophthalmic formulations.",Oral; Self-emulsifying lipid formulation for oral applications. Soft/hard capsule filling.,,USP-NF/EP,
Tefose 63,tefose-63,https://www.pharmaexcipients.com/product/tefose-63/,PE411,0,,Gattefosse,Consists of a mixture of PEG-6 (MW 300) esters of stearic (C18) acid and ethylene glycol esters of palmitic (C16) and stearic (C18) acids and PEG-32 (MW 1500) esters of stearic (C18) acid,,Delivers sensorial and texture properties.; Frequently used with the co-emulsifier Labrafil® M 1944 CS to improve stability.; Versatile emulsifier for challenging topical formulations; Widely used with antimicrobials (azole family).,Topical(Topical emulsion and foam (with aerosol),,EP; USP-NF,
Tefose 1500,tefose-1500,https://www.pharmaexcipients.com/product/tefose-1500/,PE410,0,,Gattefosse,Consists of a mixture of PEG-6 (MW 300) esters of stearic (C18) acid and PEG-32 (MW 1500) esters of stearic (C18) acid; Mixture of PEG-6 stearate and PEG-32 stearate; Polyoxylethylene stearates,,Polyvalent emulsifier compatible with all types of oils and ideal for topical lotions; Stabilizes and improves sensorial and texture properties,Topical,,USP-NF/EP,
Suppocire NB,suppocire-nb,https://www.pharmaexcipients.com/product/suppocire-nb/,PE409,0,,Gattefosse,"Consists of mono-, di- and triglyceride esters of fatty acids (C10 to C18), the triester fraction being predominant; Hard fat",,Base recrystallizes rapidly and produces harder suppository units with high mechanical resistance,Rectal,,USP-NF/EP,
Suppocire NAS 50,suppocire-nas-50,https://www.pharmaexcipients.com/product/suppocire-nas-50/,PE408,0,,Gattefosse,"Consists of mono-, di- and triglyceride esters of fatty acids (C10 to C18), the triester fraction being predominant; Hard fat",,Base recrystallizes rapidly and produces harder suppository units with high mechanical resistance. Used as pessary base for numerous APIs.,Pellets; Rectal,,USP-NF/EP,
Suppocire NAI 25A,suppocire-nai-25a,https://www.pharmaexcipients.com/product/suppocire-nai-25a/,PE407,0,,Gattefosse,"Consists of mono-, di- and triglyceride esters of fatty acids (C10 to C18), the triester fraction being predominant; Hard fat",,Base recrystallizes rapidly and produces harder suppository units with high mechanical resistance.,Pellets; Rectal (Suppositories),,USP-NF/EP,
Suppocire NA 15,suppocire-na-15,https://www.pharmaexcipients.com/product/suppocire-na-15/,PE406,0,,Gattefosse,"Consists of mono-, di- and triglyceride esters of fatty acids (C10 to C18), the triester fraction being predominant; Hard fat",,Base recrystallizes rapidly and produces harder suppository units with high mechanical resistance.,Pellets; Rectal (Suppositories),,USP-NF/EP,
Suppocire CM,suppocire-cm,https://www.pharmaexcipients.com/product/suppocire-cm/,PE402,0,,Gattefosse,"Consists of mono-, di- and triglyceride esters of fatty acids (C10 to C18), the triester fraction being predominant; Hard fat",,Versatile base for straightforward formulations recommended for acidic APIs.,Pellets; Rectal (Suppositories),,USP-NF/EP,
Suppocire BS2X,suppocire-bs2x,https://www.pharmaexcipients.com/product/suppocire-bs2x/,PE401,0,,Gattefosse,"Consists of mono-, di- and triglyceride esters of fatty acids (C10 to C18), the triester fraction being predominant and containing polysorbate 65; Hard fat; Hard fat with additive EP",,Facilitates dispersion of hydrophilic APIs. Prevents the exudation of APIs.,Pellets; Rectal (Suppositories),,USP-NF/EP,
Suppocire BM,suppocire-bm,https://www.pharmaexcipients.com/product/suppocire-bm/,PE400,0,,Gattefosse,"Consists of mono-, di- and triglyceride esters of fatty acids (C10 to C18), the triester fraction being predominant; Hard fat",,,Pellets; Rectal (Suppositories),,USP-NF/EP,
Suppocire AS2,suppocire-as2,https://www.pharmaexcipients.com/product/suppocire-as2/,PE399,0,,Gattefosse,"Consists of mono-, di- and triglyceride esters of fatty acids (C10 to C18), the triester fraction being predominant; Hard fat",,Recommended for APIs in aqueous solutions and/or hydroalcoholic extracts susceptible to exudation.,Pellets; Rectal (Suppositories),,EP; USP/NF,
Suppocire AP,suppocire-ap,https://www.pharmaexcipients.com/product/suppocire-ap/,PE398,0,,Gattefosse,"Consists of of mono, di- and triglycerides and PEG mono- and di- esters of saturated fatty acids; Saturated polyglycolysed glycerides",,Optimized for solubility and bioavailability enhancement of poorly soluble APIs.,Pellets; Rectal (Suppositories),,,
Suppocire AML,suppocire-aml,https://www.pharmaexcipients.com/product/suppocire-aml/,PE397,0,,Gattefosse,"Consists of mono-, di- and triglyceride esters of fatty acids (C10 to C18), the triester fraction being predominant and containing lecithine; Hard fat; Hard fat with additive EP",,Facilitates dispersion of large concentrations of APIs. Recrystallizes rapidly.,Pellets; Rectal (Suppositories),,USP-NF/EP,
Suppocire AM,suppocire-am,https://www.pharmaexcipients.com/product/suppocire-am/,PE396,0,,Gattefosse,"Consists of mono-, di- and triglyceride esters of fatty acids (C10 to C18), the triester fraction being predominant.; Hard fat",,Versatile base for straightforward formulations recommended for acidic APIs.,Pellets; Rectal,,EP; USP/NF,
Suppocire AGP,suppocire-agp,https://www.pharmaexcipients.com/product/suppocire-agp/,PE395,0,,Gattefosse,"Consists of mono-, di- and triglyceride esters of fatty acids (C10 to C18), the triester fraction being predominant and containing glycerol monostearate (C18) and PEG-75 (MW 3500) stearate (C18); FAT, HARD GLYCERYL MONOSTEARATE PEG-75 STEARATE; Hard fat EP/NF/JPE with Glycerol monostearate EP/NF and PEG-75 stearate NF/JPE",,"Optimized base for hydrophilic APIs (glycerin), plant extracts, Traditional Chinese Medicines.",Pellets,,USP-NF/EP,
Suppocire A,suppocire-a,https://www.pharmaexcipients.com/product/suppocire-a/,PE394,0,,Gattefosse,"Consists of mono-, di- and triglyceride esters of fatty acids (C10 to C18), the triester fraction being predominant; Hard fat",,Versatile base for straightforward formulations.,Pellets,,USP-NF/EP,
Sedefos 75,sedefos-75,https://www.pharmaexcipients.com/product/sedefos-75/,PE393,0,,Gattefosse,"Consits of a mixture of triceteareth-4 phosphate, ethylene glycol esters of palmitic (C16) end stearic (C18) acids and diethylene glycol esters of palmitic (C16) end stearic (C18) acids; GLYCOL STEARATE PEG-2 STEARATE; Mixture of Triceteareth-4 phosphate and Ethylene glycol palmitostearate and Diethylene glycol palmitostearate",,Emulsifier for anhydrous topical formulations.; Emulsifier for difficult-to-formulate emulsions (solvents and large oily phase).; Stabilizes and improves sensorial and texture properties.,Pellets; Topical(Topical emulsion and foam (with aerosol),,USP-NF/EP,
Precirol ATO 5,precirol-ato-5,https://www.pharmaexcipients.com/product/precirol-ato-5/,PE392,0,,Gattefosse,"Consists of esters of palmitic (C16) and stearic (C18) acids, the diester fraction being predominant; Glyceryl distearate NF; Glyceryl palmitostearate",,Coating agent for taste masking.; Lubricant and flow aid for capsule filling with powders.; Modified release matrix former for tablets.,"Melt processes: granulation, extrusion, coating, prilling, spray congealing.; Nanoparticle formulation.; Powder-filled capsules.; Tablet compression (direct and wet granulation)",,EP; NF; USP,
Plurol Oleique CC 497,plurol-oleique-cc-497,https://www.pharmaexcipients.com/product/plurol-oleique-cc-497/,PE391,0,,Gattefosse,"Consists of polyglyceryl-3 esters of oelic acid (C18:1), the diester fraction being predominant.; Polyglyceryl-3 dioleate NF; Polyglyceryl-3 oleate",,Cosurfactant in LFCS Type II (SEDDS) and Type III (SMEDDS) formulations.; Solubilizer and cosurfactant for microemulsion in topical formulations.; Solubilizer for poorly-soluble APIs and bioavailability enhancer.,Topical,,USP-NF/EP,
Lauroglycol 90,lauroglycol-90,https://www.pharmaexcipients.com/product/lauroglycol-90/,PE390,0,,Gattefosse,"Consists of propylene glycol mono- and di- esters of lauric (C12) acid, mainly composed of monoesters and a small fraction of diesters; PROPYLENE GLYCOL LAURATES; Propylene glycol monolaurate (type II)",57-55-6,Cosurfactant in LFCS Type II (SEDDS) and Type III (SMEDDS) formulations.; Solubilizer and cosurfactant for microemulsion in topical formulation.; Solubilizer for poorly-soluble APIs and bioavailability enhancer.,microemulsion; Oral; Self-emulsifying lipid formulation for oral applications; Topical,,USP-NF/EP,
Labrasol ALF,labrasol-alf,https://www.pharmaexcipients.com/product/labrasol-alf/,PE389,0,,Gattefosse,Caprylocaproyl macrogol-8 glycerides; Caprylocaproyl Polyoxyl-8 glycerides,,High purity guaranteed for stability and capsule compatibility.; Safety of use is inferred by extensive toxicological data and precedence of use in approved pharmaceutical products.; Single excipient formulation system: self-emulsifies in aqueous fluid into microemulsion—LFCS Type III (SMEDDS).; Solubilizer for poorly-soluble APIs and bioavailability enhancer.,Self-emulsifying lipid formulation for oral applications; Soft/hard gelatin capsule filling.,,USP-NF/EP,
Labrasol,labrasol,https://www.pharmaexcipients.com/product/labrasol/,PE388,0,,Gattefosse,Caprylocaproyl macrogol-8 glycerides; Caprylocaproyl Polyoxyl-8 glycerides; Polyoxylglycerides,,Able to form light foams with pump device (no gas required).; Safety of use is inferred by extensive toxicological evaluations and precedence of use.; Solubilizer and O/W surfactant for microemulsion.,"foam; microemulsion; Solutions, suspensions.; Topical",,USP-NF/EP,
